Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic
Class,"com.lprevidente.ddd_example.VeryModulithTest",6,0,6,0,1,,,,,1,4,4,0,,0,0,,,,1,0,1,1,1,0,0,0,,10,1,9,5,3,0,,3,5,3,3,,1,1,0,0,0,0.00,1
Method,"com.lprevidente.ddd_example.VeryModulithTest.createApplicationModuleModel",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,4,6,0,6,3,3,0,3,3,4,2,3,1,,,0,,,0.00,1
Package,"com.lprevidente.ddd_example.common",0,0,0,0,0,,,,,,,,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,0.00,0
Package,"com.lprevidente.ddd_example.common.identifier",8,1,7,0,2,,,,,,,,,6,0,0,,6,,9,2,9,,1,0,0,8,,140,27,113,72,27,0,,55,75,54,26,,4,,1,,,0.00,14
Public Interface,"com.lprevidente.ddd_example.common.identifier.Identifier",0,0,0,0,0,,,,,0,3,3,3,,0,0,,,,1,0,1,1,1,0,0,0,,6,1,5,4,0,0,,1,2,2,0,,0,0,0,0,0,0.00,0
Abstract Method,"com.lprevidente.ddd_example.common.identifier.Identifier.id",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Class,"com.lprevidente.ddd_example.common.identifier.IdentifierConverterConfiguration",4,0,4,0,1,,,,,2,4,4,0,,0,0,,,,1,0,1,1,0,0,0,1,,8,1,7,4,1,0,,1,3,2,1,,1,1,0,0,0,0.00,1
Public Method,"com.lprevidente.ddd_example.common.identifier.IdentifierConverterConfiguration.addFormatters",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Class,"com.lprevidente.ddd_example.common.identifier.IdentifierDeserializer",9,1,8,0,2,,,,,2,10,10,0,,0,0,,,,3,1,3,3,0,0,0,3,,35,6,29,12,13,0,,10,17,8,12,,4,2,1,33,0,0.00,6
Public Constructor,"com.lprevidente.ddd_example.common.identifier.IdentifierDeserializer.IdentifierDeserializer",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Public Method,"com.lprevidente.ddd_example.common.identifier.IdentifierDeserializer.createContextual",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,5,0,5,3,2,0,4,2,3,2,2,1,,,0,,,0.00,1
Public Method,"com.lprevidente.ddd_example.common.identifier.IdentifierDeserializer.deserialize",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,3,18,2,16,4,10,0,7,6,10,3,9,4,,,1,,,0.00,4
Class,"com.lprevidente.ddd_example.common.identifier.IdentifierSerializer",13,2,11,0,2,,,,,1,6,6,0,,0,0,,,,1,0,1,1,0,0,0,1,,16,3,13,6,5,0,,4,7,3,5,,2,2,1,0,0,0.00,2
Public Method,"com.lprevidente.ddd_example.common.identifier.IdentifierSerializer.serialize",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,13,2,11,5,5,0,4,4,6,2,5,2,,,1,,,0.00,2
Generic Class,"com.lprevidente.ddd_example.common.identifier.StringToIdentifierConverterFactory",5,0,5,0,1,,,,,2,6,6,0,,0,0,,,,1,0,1,1,0,0,0,1,,31,5,26,13,8,0,,7,14,7,8,,1,1,0,0,0,0.00,1
Private Static Final Generic Class,"com.lprevidente.ddd_example.common.identifier.StringToIdentifierConverterFactory.StringToIdentifierConverter",7,1,7,0,2,,,,,2,6,6,0,,0,0,,,,2,1,2,2,0,0,0,2,,20,3,17,7,7,0,,6,11,5,7,,3,1,1,0,0,0.00,4
Public Constructor,"com.lprevidente.ddd_example.common.identifier.StringToIdentifierConverterFactory.StringToIdentifierConverter.StringToIdentifierConverter",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Generic Parameter,"com.lprevidente.ddd_example.common.identifier.StringToIdentifierConverterFactory.StringToIdentifierConverter.T",0,0,0,0,0,,,,,1,1,1,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Public Method,"com.lprevidente.ddd_example.common.identifier.StringToIdentifierConverterFactory.StringToIdentifierConverter.convert",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,3,11,1,10,3,6,0,6,4,7,2,6,3,,,1,,,0.00,3
Generic Parameter,"com.lprevidente.ddd_example.common.identifier.StringToIdentifierConverterFactory.T",0,0,0,0,0,,,,,1,1,1,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Public Generic Method,"com.lprevidente.ddd_example.common.identifier.StringToIdentifierConverterFactory.getConverter",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,5,0,5,3,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Generic Parameter,"com.lprevidente.ddd_example.common.identifier.StringToIdentifierConverterFactory.getConverter.T1",0,0,0,0,0,,,,,0,1,1,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,0
Package,"com.lprevidente.ddd_example.config",5,0,4,1,1,,,,,,,,,1,0,0,,1,,1,0,1,,0,0,0,1,,30,4,23,12,9,3,,9,11,9,2,,1,,0,,,0.13,4
Public Class,"com.lprevidente.ddd_example.config.SecurityConfig",16,1,12,3,1,,,,,1,7,7,0,,0,0,,,,1,0,1,1,0,0,0,1,,21,2,16,5,9,3,,2,4,2,2,,1,1,0,0,0,0.19,3
Public Method,"com.lprevidente.ddd_example.config.SecurityConfig.defaultSecurityFilterChain",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,4,16,1,12,2,9,3,5,2,3,1,2,1,,,0,,,0.25,3
Lambda Method,"com.lprevidente.ddd_example.config.SecurityConfig.defaultSecurityFilterChain.(lambda_expr_1)",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,2,0,2,0,2,0,2,0,0,0,0,1,,,0,,,0.00,2
Lambda Method,"com.lprevidente.ddd_example.config.SecurityConfig.defaultSecurityFilterChain.(lambda_expr_1).(lambda_expr_2)",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,2,0,0,0,0,1,,,0,,,0.00,1
Lambda Method,"com.lprevidente.ddd_example.config.SecurityConfig.defaultSecurityFilterChain.(lambda_expr_3)",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,2,0,2,0,2,0,3,0,0,0,0,1,,,0,,,0.00,1
Package,"com.lprevidente.ddd_example.exception",7,0,7,0,1,,,,,,,,,3,0,0,,2,,14,5,14,,0,0,0,14,,153,23,126,62,59,4,,60,76,42,44,,2,,0,,,0.03,17
Public Class,"com.lprevidente.ddd_example.exception.DomainException",4,0,4,0,1,,,,,1,3,3,5,,0,0,,,,5,3,5,5,0,0,0,5,,34,6,27,10,11,1,,14,20,9,11,,1,2,0,40,40,0.04,5
Public Constructor,"com.lprevidente.ddd_example.exception.DomainException.DomainException",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,10,6,0,6,1,4,0,4,4,5,1,4,1,,,0,,,0.00,1
Public Constructor,"com.lprevidente.ddd_example.exception.DomainException.DomainException",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,5,7,0,7,2,4,0,4,4,5,1,4,1,,,0,,,0.00,1
Public Method,"com.lprevidente.ddd_example.exception.DomainException.getErrorCode",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Public Method,"com.lprevidente.ddd_example.exception.DomainException.getStatus",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Public Method,"com.lprevidente.ddd_example.exception.DomainException.getTitle",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Class,"com.lprevidente.ddd_example.exception.GlobalExceptionHandler",11,1,10,0,1,,,,,1,15,15,0,,0,0,,,,8,0,8,8,0,0,0,8,,102,13,86,39,48,3,,33,43,20,33,,1,1,0,0,0,0.03,11
Static Record,"com.lprevidente.ddd_example.exception.GlobalExceptionHandler.ValidationError",0,0,0,0,1,,,,,1,1,1,0,,0,0,,,,1,2,1,3,0,0,0,1,,2,0,1,1,0,1,,0,1,1,0,,1,1,0,100,100,1.00,1
Public Constructor,"com.lprevidente.ddd_example.exception.GlobalExceptionHandler.ValidationError",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,1,0,0,0,0,1,,,0,,,0.00,1
Public Method,"com.lprevidente.ddd_example.exception.GlobalExceptionHandler.handleConstraintViolationException",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,3,23,2,20,7,15,1,8,7,8,4,7,1,,,0,,,0.05,3
Lambda Method,"com.lprevidente.ddd_example.exception.GlobalExceptionHandler.handleConstraintViolationException.(lambda_expr_1)",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,8,0,8,3,6,0,8,3,3,2,3,2,,,0,,,0.00,2
Public Method,"com.lprevidente.ddd_example.exception.GlobalExceptionHandler.handleDomainException",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,7,0,7,3,4,0,8,4,5,2,4,1,,,0,,,0.00,1
Public Method,"com.lprevidente.ddd_example.exception.GlobalExceptionHandler.handleGenericException",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,3,9,0,9,4,5,0,4,4,5,2,4,1,,,0,,,0.00,1
Public Method,"com.lprevidente.ddd_example.exception.GlobalExceptionHandler.handleHttpMessageNotReadableException",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,7,0,7,4,3,0,3,3,4,2,3,1,,,0,,,0.00,1
Public Method,"com.lprevidente.ddd_example.exception.GlobalExceptionHandler.handleIllegalArgumentException",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,7,0,7,4,3,0,4,3,4,2,3,1,,,0,,,0.00,1
Public Method,"com.lprevidente.ddd_example.exception.GlobalExceptionHandler.handleMethodArgumentNotValidException",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,3,15,2,12,4,8,1,9,4,5,2,4,1,,,0,,,0.08,2
Lambda Method,"com.lprevidente.ddd_example.exception.GlobalExceptionHandler.handleMethodArgumentNotValidException.(lambda_expr_1)",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,4,0,0,0,0,1,,,0,,,0.00,1
Public Method,"com.lprevidente.ddd_example.exception.GlobalExceptionHandler.handleMethodArgumentTypeMismatchException",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,12,0,12,5,7,0,9,5,6,2,5,1,,,0,,,0.00,1
Public Method,"com.lprevidente.ddd_example.exception.GlobalExceptionHandler.handleNoSuchElementException",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,7,0,7,4,3,0,4,3,4,2,3,1,,,0,,,0.00,1
Package,"com.lprevidente.ddd_example.pipeline",9,1,8,0,2,,,,,,,,,7,0,0,,6,,8,1,8,,5,0,0,3,,113,25,78,42,26,10,,35,52,37,18,,4,,2,,,0.13,9
Public Generic Interface,"com.lprevidente.ddd_example.pipeline.Command",0,0,0,0,0,,,,,0,0,0,7,,0,0,,,,0,0,0,0,0,0,0,0,,25,6,17,6,8,2,,5,12,6,7,,0,0,0,0,0,0.12,0
Generic Interface,"com.lprevidente.ddd_example.pipeline.Command.Handler",17,3,12,2,4,,,,,0,4,4,7,,0,0,,,,2,0,2,2,2,0,0,0,,22,5,15,5,8,2,,5,11,5,7,,4,0,2,0,0,0.13,4
Generic Parameter,"com.lprevidente.ddd_example.pipeline.Command.Handler.C",0,0,0,0,0,,,,,1,1,1,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Generic Parameter,"com.lprevidente.ddd_example.pipeline.Command.Handler.R",0,0,0,0,0,,,,,1,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Method,"com.lprevidente.ddd_example.pipeline.Command.Handler.getClassType",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,0,17,3,12,3,8,2,6,4,9,3,7,4,,,2,,,0.17,4
Abstract Method,"com.lprevidente.ddd_example.pipeline.Command.Handler.handle",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Generic Parameter,"com.lprevidente.ddd_example.pipeline.Command.R",0,0,0,0,0,,,,,1,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Class,"com.lprevidente.ddd_example.pipeline.CommandHandlerNotFoundException",8,0,8,0,1,,,,,1,3,3,0,,0,0,,,,1,0,1,6,0,0,0,1,,11,1,10,3,5,0,,1,3,2,1,,1,3,0,0,0,0.00,1
Public Constructor,"com.lprevidente.ddd_example.pipeline.CommandHandlerNotFoundException.CommandHandlerNotFoundException",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,3,8,0,8,2,5,0,4,1,2,1,1,1,,,0,,,0.00,1
Interface,"com.lprevidente.ddd_example.pipeline.CommandHandlers",0,0,0,0,0,,,,,0,1,1,0,,0,0,,,,1,0,1,1,1,0,0,0,,4,1,3,2,0,0,,1,2,2,0,,0,0,0,0,0,0.00,0
Abstract Method,"com.lprevidente.ddd_example.pipeline.CommandHandlers.supply",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Public Interface,"com.lprevidente.ddd_example.pipeline.Pipeline",0,0,0,0,0,,,,,0,0,0,1,,0,0,,,,1,0,1,1,1,0,0,0,,11,0,3,2,0,8,,1,2,2,0,,0,0,0,0,0,2.67,0
Abstract Generic Method,"com.lprevidente.ddd_example.pipeline.Pipeline.send",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,7,9,0,1,1,0,8,1,1,1,1,0,0,,,0,,,8.00,0
Generic Parameter,"com.lprevidente.ddd_example.pipeline.Pipeline.send.C",0,0,0,0,0,,,,,1,1,1,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Generic Parameter,"com.lprevidente.ddd_example.pipeline.Pipeline.send.R",0,0,0,0,0,,,,,1,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Class,"com.lprevidente.ddd_example.pipeline.PipelineConfiguration",4,0,4,0,1,,,,,1,5,5,0,,0,0,,,,1,0,1,1,1,0,0,0,,8,1,7,4,1,0,,1,3,2,1,,1,1,0,0,0,0.00,1
Method,"com.lprevidente.ddd_example.pipeline.PipelineConfiguration.pipeline",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Class,"com.lprevidente.ddd_example.pipeline.PipelineImpl",9,1,8,0,2,,,,,2,10,10,0,,0,0,,,,2,1,2,2,0,0,0,2,,25,5,20,7,12,0,,8,12,5,9,,2,1,1,0,0,0.00,3
Public Generic Method,"com.lprevidente.ddd_example.pipeline.PipelineImpl.send",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,10,2,8,3,5,0,7,4,6,2,5,2,,,1,,,0.00,2
Generic Parameter,"com.lprevidente.ddd_example.pipeline.PipelineImpl.send.C",0,0,0,0,0,,,,,1,1,1,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Generic Parameter,"com.lprevidente.ddd_example.pipeline.PipelineImpl.send.R",0,0,0,0,0,,,,,1,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Public Method,"com.lprevidente.ddd_example.pipeline.PipelineImpl.with",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,3,8,0,8,1,6,0,7,3,4,1,3,1,,,0,,,0.00,1
Package,"com.lprevidente.ddd_example.team",12,1,11,0,1,,,,,,,,,8,0,8,,2,,21,4,21,,21,0,0,0,,372,50,315,152,151,7,,78,107,82,39,,1,,0,,,0.02,21
Class,"com.lprevidente.ddd_example.team.TeamIntegrationTest",0,0,0,0,0,,,,,1,7,7,0,,0,2,,,,0,2,0,0,0,0,0,0,,120,17,98,43,49,5,,16,27,18,13,,0,1,0,0,0,0.05,0
Class,"com.lprevidente.ddd_example.team.TeamIntegrationTest.CreateTeamTest",14,1,12,1,1,,,,,1,8,8,0,,0,0,,,,4,0,4,4,4,0,0,0,,62,8,50,18,30,4,,8,13,8,7,,1,1,0,0,0,0.08,4
Method,"com.lprevidente.ddd_example.team.TeamIntegrationTest.CreateTeamTest.shouldCreateTeamWhenInputIsValid",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,3,20,2,16,4,12,2,14,3,4,2,3,1,,,0,,,0.13,1
Method,"com.lprevidente.ddd_example.team.TeamIntegrationTest.CreateTeamTest.shouldReturnBadRequestWhenJsonIsMalformed",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,10,0,10,3,6,0,7,1,2,1,1,1,,,0,,,0.00,1
Method,"com.lprevidente.ddd_example.team.TeamIntegrationTest.CreateTeamTest.shouldReturnBadRequestWhenNameIsBlank",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,3,13,1,11,4,7,1,9,2,3,2,2,1,,,0,,,0.09,1
Method,"com.lprevidente.ddd_example.team.TeamIntegrationTest.CreateTeamTest.shouldReturnBadRequestWhenNameIsNull",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,11,1,9,4,5,1,7,2,3,2,1,1,,,0,,,0.11,1
Class,"com.lprevidente.ddd_example.team.TeamIntegrationTest.DeleteTeamTest",10,1,9,1,1,,,,,1,5,5,0,,0,0,,,,2,0,2,2,2,0,0,0,,26,3,22,9,10,1,,3,6,3,3,,1,1,0,0,0,0.05,2
Method,"com.lprevidente.ddd_example.team.TeamIntegrationTest.DeleteTeamTest.shouldDeleteTeamWhenTeamExists",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,13,1,11,3,7,1,10,2,3,1,2,1,,,0,,,0.09,1
Method,"com.lprevidente.ddd_example.team.TeamIntegrationTest.DeleteTeamTest.shouldReturnNotFoundWhenTeamDoesNotExist",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,7,0,7,3,3,0,5,1,2,1,1,1,,,0,,,0.00,1
Class,"com.lprevidente.ddd_example.team.TeamIntegrationTest.GetTeamsTest",11,0,11,0,1,,,,,1,5,5,0,,0,0,,,,1,0,1,1,1,0,0,0,,16,1,15,6,7,0,,1,3,2,1,,1,1,0,0,0,0.00,1
Method,"com.lprevidente.ddd_example.team.TeamIntegrationTest.GetTeamsTest.shouldReturnAllTeams",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,11,0,11,3,7,0,10,1,2,1,1,1,,,0,,,0.00,1
Class,"com.lprevidente.ddd_example.team.TeamMemberIntegrationTest",0,0,0,0,0,,,,,1,7,7,0,,0,6,,,,0,2,0,0,0,0,0,0,,214,27,185,77,102,2,,30,48,32,26,,0,1,0,0,0,0.01,0
Class,"com.lprevidente.ddd_example.team.TeamMemberIntegrationTest.AddTeamMemberTest",13,1,11,0,1,,,,,1,8,8,0,,0,0,,,,7,0,7,7,7,0,0,0,,99,14,84,30,52,1,,14,22,14,12,,1,1,0,0,0,0.01,7
Method,"com.lprevidente.ddd_example.team.TeamMemberIntegrationTest.AddTeamMemberTest.shouldAddUserToTeamWhenInputIsValid",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,5,18,2,15,4,11,1,13,3,4,2,3,1,,,0,,,0.07,1
Method,"com.lprevidente.ddd_example.team.TeamMemberIntegrationTest.AddTeamMemberTest.shouldReturnBadRequestWhenJsonIsMalformed",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,3,10,0,10,3,6,0,7,1,2,1,1,1,,,0,,,0.00,1
Method,"com.lprevidente.ddd_example.team.TeamMemberIntegrationTest.AddTeamMemberTest.shouldReturnBadRequestWhenTeamDoesNotExist",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,5,12,1,11,4,7,0,9,2,3,2,2,1,,,0,,,0.00,1
Method,"com.lprevidente.ddd_example.team.TeamMemberIntegrationTest.AddTeamMemberTest.shouldReturnBadRequestWhenTeamIdIsNull",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,4,12,1,11,4,7,0,7,2,3,2,1,1,,,0,,,0.00,1
Method,"com.lprevidente.ddd_example.team.TeamMemberIntegrationTest.AddTeamMemberTest.shouldReturnBadRequestWhenUserDoesNotExist",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,5,12,1,11,4,7,0,9,2,3,2,2,1,,,0,,,0.00,1
Method,"com.lprevidente.ddd_example.team.TeamMemberIntegrationTest.AddTeamMemberTest.shouldReturnBadRequestWhenUserIdIsNull",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,3,12,1,11,4,7,0,7,2,3,2,1,1,,,0,,,0.00,1
Method,"com.lprevidente.ddd_example.team.TeamMemberIntegrationTest.AddTeamMemberTest.shouldReturnBadRequestWhenUserIsAlreadyMember",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,5,12,1,11,4,7,0,9,2,3,2,2,1,,,0,,,0.00,1
Class,"com.lprevidente.ddd_example.team.TeamMemberIntegrationTest.GetTeamMembersTest",8,0,8,0,1,,,,,1,5,5,0,,0,0,,,,3,0,3,3,3,0,0,0,,31,3,28,12,12,0,,3,7,4,3,,1,1,0,0,0,0.00,3
